Term,CRN,Subject,Course Number,TITLE,CREDIT_HOURS,Type,LOC,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Primary Instructor
Fall 2016,10481,IFS,100.101,Info Tech Competncy,0,MND,WBC 304,,,,,F,,,"Gilbert, Karen"
Fall 2016,10482,PHY,160.801,Eng Phys:Mechncs,5,L/L,CH 107,,T,,,,,,"Staff, "
Fall 2016,10483,IFS,105.101,Personal Computing,3,LEC,PAC 185,M,,W,,F,,,"Gilbert, Karen"
Fall 2016,10484,IFS,105.102,Personal Computing,3,LEC,PAC 185,M,,W,,F,,,"Gilbert, Karen"
Fall 2016,10485,IFS,105.103,Personal Computing,3,LEC,PAC 185,,T,,R,,,,"Souza, Marsha"
Fall 2016,10486,IFS,105.801,Personal Computing,3,LEC,PAC 185,,T,,R,,,,"Souza, Marsha"
Fall 2016,10487,IFS,105.802,Personal Computing,3,LEC,PAC 185,M,,,,,,,"Hamilton, Maria"
Fall 2016,10488,IFS,105.803,Personal Computing,3,LEC,PAC 185,,T,,,,,,"Steckler, Darrell"
Fall 2016,10490,IFS,225.801,Program Bus Apps,3,LEC,WBC 404,M,,,,,,,"Lease, Ronald"
Fall 2016,10491,IFS,305.101,Management Info Sys,3,LEC,WBC 310,M,,W,,F,,,"Eddins, William"
Fall 2016,10492,IFS,305.102,Management Info Sys,3,LEC,WBC 310,M,,W,,F,,,"Eddins, William"
Fall 2016,10493,IFS,305.103,Management Info Sys,3,LEC,WBC 403,,T,,R,,,,"Hostler, Raymond"
Fall 2016,10494,IFS,305.104,Management Info Sys,3,LEC,WBC 403,,T,,R,,,,"Hostler, Raymond"
Fall 2016,10495,IFS,305.801,Management Info Sys,3,LEC,WBC 310,,,,R,,,,"Flickinger, Jaron"
Fall 2016,10496,IFS,320.101,Web Development,3,LEC,WBC 309,M,,W,,F,,,"Eddins, William"
Fall 2016,10497,IFS,325.101,Intro Networks,3,LEC,WOLF 314,,T,,R,,,,"Hostler, Raymond"
Fall 2016,10498,IFS,425.101,E-Commerce,3,LEC,WBC 403,,T,,R,,,,"Hostler, Raymond"
Fall 2016,10499,PHY,260.102,Eng Phys:Elct/Magn,5,L/L,KEC 125,M,,W,,F,,,"Ruzybayev, Inci"
Fall 2016,10500,PHY,260.103,Eng Phys:Elct/Magn,5,L/L,KEC 125,M,,W,,F,,,"Ruzybayev, Inci"
Fall 2016,10501,MAT,390.101,Hist of Mathematics,3,LEC,CH 205,,T,,R,,,,"Bauer, Craig"
Fall 2016,10502,MBA,500.801,Continuous Enroll,0,CE, ,,,,,,,,"Staff, "
Fall 2016,10503,MBA,504.801,Legl/Ethical/Global,3,LEC,WBC 304,M,,,,,,,"Benn, Niles"
Fall 2016,10504,MAT,391.101,Cryptology,3,LEC,HUM 228,,T,,R,,,,"Bauer, Craig"
Fall 2016,10505,MBA,505.801,Survey/Statistics,3,LEC,WBC 408,,,W,,,,,"Chen, Wei"
Fall 2016,10506,PHY,110.102,Gen Phys:Mech/Ht,4,LEC,CH 221,M,,W,,,,,"Khanna, Sardari"
Fall 2016,10507,MBA,513.801,Org Dyn/Chng Mgmt,3,LEC,WBC 310,,,W,,,,,"O'Donnell, Mark"
Fall 2016,10508,MBA,514.801,Economics of Bus,3,LEC,WBC 310,M,,,,,,,"Sadowski, Nicole"
Fall 2016,10509,PHY,110.103,Gen Phys:Mech/Ht,4,LEC,CH 231,,T,,R,,,,"Khanna, Sardari"
Fall 2016,10510,MBA,524.801,Fed Tax Implication,3,LEC,WBC 314,,,,R,,,,"Staff, "
Fall 2016,10511,PHY,260.101,Eng Phys:Elct/Magn,5,L/L,KEC 125,M,,W,,F,,,"Ruzybayev, Inci"
Fall 2016,10512,MBA,527.801,Mng Acc:Strtgy/Cntrl,3,LEC,WBC 404,,,,R,,,,"Smith, Becky"
Fall 2016,10513,PHY,110.101,Gen Phys:Mech/Ht,4,LEC,KEC 129,M,,W,,F,,,"Gehring, George"
Fall 2016,10514,MBA,531.801,Strategic Marketing,3,LEC,WBC 310,,T,,,,,,"Lepson, Thomas"
Fall 2016,10515,MBA,545.801,Applied Oper Mgmt,3,LEC,WBC 314,,,W,,,,,"Raja, Mohammed"
Fall 2016,10516,MBA,572.801,Corporate Finance,3,LEC,WBC 304,,,W,,,,,"Forjan, James"
Fall 2016,10517,PHY,260.104,Eng Phys:Elct/Magn,5,L/L,KEC 125,M,,W,,F,,,"Ruzybayev, Inci"
Fall 2016,10518,MBA,585.801,Health System Development,3,LEC,WBC 314,M,,,,,,,"Markel, Wade"
Fall 2016,10519,MBA,586.801,Cont Improv/Lean Sys,3,LEC,WBC 404,,T,,,,,,"Neve, Benjamin"
Fall 2016,10520,MBA,588.801,Internet Mrktg Strat,3,LEC,WBC 112,,T,,,,,,"Pantano, Anthony"
Fall 2016,10521,MBA,593.801,Business Strategy,3,LEC,WBC 304,,,,R,,,,"Sumutka, Andrew"
Fall 2016,10522,MGT,150.101,Prin of Management,3,LEC,CH 221,M,,W,,F,,,"Craven, Thomas"
Fall 2016,10523,MGT,150.102,Prin of Management,3,LEC,CH 221,M,,W,,F,,,"Craven, Thomas"
Fall 2016,10524,MGT,150.103,Prin of Management,3,LEC,CH 221,M,,W,,F,,,"Craven, Thomas"
Fall 2016,10525,MGT,150.104,Prin of Management,3,LEC,WBC 225,M,,W,,F,,,"March, Michael"
Fall 2016,10526,MGT,150.105,Prin of Management,3,LEC,CH 221,,T,,R,,,,"Craven, Thomas"
Fall 2016,10527,MGT,150.106,Prin of Management,3,LEC,WOLF 312,,T,,R,,,,"O'Connell, Robert"
Fall 2016,10528,MGT,150.107,Prin of Management,3,LEC,WBC 310,,T,,R,,,,"Meisenhelter, Mary"
Fall 2016,10529,MGT,150.108,Prin of Management,3,LEC,WBC 403,,T,,R,,,,"Meisenhelter, Mary"
Fall 2016,10530,MGT,150.801,Prin of Management,3,LEC,HUM 140,M,,,,,,,"Timmcke, Bruce"
Fall 2016,10531,MGT,220.101,Human Resource Mgt,3,LEC,WBC 225,M,,W,,,,,"Meisenhelter, Mary"
Fall 2016,10532,MGT,225.101,Org Behavior,3,LEC,WBC 225,,T,,R,,,,"O'Donnell, Mark"
Fall 2016,10533,MGT,225.102,Org Behavior,3,LEC,WBC 408,,T,,R,,,,"O'Donnell, Mark"
Fall 2016,10534,MGT,305.101,Total Quality Mgmt,3,LEC,CH 227,,T,,R,,,,"Greisler, David"
Fall 2016,10535,MGT,305.102,Total Quality Mgmt,3,LEC,WBC 314,,T,,R,,,,"Greisler, David"
Fall 2016,10536,MGT,330.101,Labor Relations,3,LEC,WBC 310,,T,,R,,,,"Meisenhelter, Mary"
Fall 2016,10537,MGT,380.101,Leadership/Change,3,LEC,WBC 225,,T,,R,,,,"Meisenhelter, Christopher"
Fall 2016,10538,MGT,380.102,Leadership/Change,3,LEC,WBC 225,,T,,R,,,,"Meisenhelter, Christopher"
Fall 2016,10539,MGT,410.101,Project Mgmt,3,LEC,WBC 309,,T,,R,,,,"Eddins, William"
Fall 2016,10540,MGT,435.101,Recrtmnt/Sel/Dev,3,LEC,HUM 204,M,,W,,,,,"Brown, Sandra"
Fall 2016,10541,MGT,445.101,Ethical Leadership,3,LEC,CH 229,M,,W,,,,,"O'Donnell, Mark"
Fall 2016,10542,MKT,100.101,Prin Marketing,3,LEC,WBC 314,M,,W,,F,,,"Small, Lewis"
Fall 2016,10543,MKT,100.102,Prin Marketing,3,LEC,WBC 314,M,,W,,F,,,"Small, Lewis"
Fall 2016,10544,MKT,100.103,Prin Marketing,3,LEC,WBC 408,M,,W,,F,,,"Woodall, Jefrey"
Fall 2016,10545,MKT,100.104,Prin Marketing,3,LEC,WBC 403,M,,W,,F,,,"Woodall, Jefrey"
Fall 2016,10546,MKT,100.105,Prin Marketing,3,LEC,WBC 408,M,,W,,F,,,"Lepson, Thomas"
Fall 2016,10547,MKT,100.106,Prin Marketing,3,LEC,WBC 408,M,,W,,F,,,"Lepson, Thomas"
Fall 2016,10548,MKT,100.801,Prin Marketing,3,LEC,WBC 408,,T,,,,,,"Tacka, Renee"
Fall 2016,10549,MKT,210.101,Market Measurement,3,LEC,WBC 225,M,,W,,F,,,"Patnode, Gerald"
Fall 2016,10550,MKT,220.101,Personal Selling,3,LEC,WOLF 302,,T,,R,,,,"Blake, Mark"
Fall 2016,10551,MKT,220.102,Personal Selling,3,LEC,WBC 314,,T,,R,,,,"Blake, Mark"
Fall 2016,10552,MKT,230.101,Retailing,3,LEC,CH 223,M,,W,,F,,,"Keiper-Blake, Greta"
Fall 2016,10553,MKT,310.101,Fashion Marketing,3,LEC,WBC 314,M,,W,,F,,,"Keiper-Blake, Greta"
Fall 2016,10554,MKT,330.101,Advertising,3,LEC,WBC 314,M,,W,,F,,,"Small, Lewis"
Fall 2016,10555,MKT,330.102,Advertising,3,LEC,WBC 314,M,,W,,F,,,"Small, Lewis"
Fall 2016,10556,MKT,335.101,New Prod Plan/Mrkt,3,LEC,WBC 403,,T,,R,,,,"Patnode, Gerald"
Fall 2016,10557,MKT,335.801,New Prod Plan/Mrkt,3,LEC,CH 228,,T,,,,,,"Patnode, Gerald"
Fall 2016,10558,MKT,350.801,Bus to Bus Mrtkng,3,LEC,WBC 314,M,,W,,,,,"Hansen, Karen"
Fall 2016,10559,MKT,355.801,E-Marketing,3,LEC,LIBRY 39,M,,,,,,,"Tacka, Renee"
Fall 2016,10560,MKT,360.101,Consumer Behavior,3,LEC,WBC 314,,T,,R,,,,"Blake, Mark"
Fall 2016,10561,MKT,360.801,Consumer Behavior,3,LEC,WBC 225,M,,,,,,,"Blake, Mark"
Fall 2016,10562,MKT,365.801,Branding,3,LEC,WBC 403,M,,W,,,,,"Osborn, Richard"
Fall 2016,10563,MKT,410.101,Marketing Ethics,3,LEC,WBC 403,M,,W,,,,,"Osborn, Richard"
Fall 2016,10564,MKT,450.101,Marketing Research,3,LEC,WBC 408,M,,W,,F,,,"Lepson, Thomas"
Fall 2016,10565,MKT,475.101,Mkt Policies/Strat,3,LEC,WBC 314,,T,,R,,,,"Woodall, Jefrey"
Fall 2016,10566,QBA,260.101,Business Stats I,3,LEC,WBC 310,M,,W,,F,,,"O'Connell, Robert"
Fall 2016,10567,QBA,260.801,Business Stats I,3,LEC,WBC 403,M,,,,,,,"Gallimore, Sarah"
Fall 2016,10568,QBA,260.802,Business Stats I,3,LEC,LS 304,,T,,,,,,"Robertson, Daniel"
Fall 2016,10569,QBA,260.803,Business Stats I,3,LEC,WBC 404,,,W,,,,,"Burbridge, John"
Fall 2016,10570,QBA,260.804,Business Stats I,3,LEC,LS 128,,,,R,,,,"Markel, Wade"
Fall 2016,10571,QBA,265.101,Business Stats II,3,LEC,WBC 403,M,,W,,F,,,"Chen, Wei"
Fall 2016,10572,QBA,265.102,Business Stats II,3,LEC,WBC 403,M,,W,,F,,,"Chen, Wei"
Fall 2016,10573,QBA,265.103,Business Stats II,3,LEC,WBC 408,,T,,R,,,,"Sumutka, Andrew"
Fall 2016,10574,QBA,265.104,Business Stats II,3,LEC,WBC 408,,T,,R,,,,"Sumutka, Andrew"
Fall 2016,10575,QBA,410.101,Econometrics,3,LEC,WBC 221,M,,W,,F,,,"Chen, Wei"
Fall 2016,10576,SCM,300.101,Operations Mgmt,3,LEC,WBC 408,M,,W,,F,,,"Neve, Benjamin"
Fall 2016,10577,SCM,300.102,Operations Mgmt,3,LEC,WBC 225,M,,W,,F,,,"Neve, Benjamin"
Fall 2016,10578,SCM,300.103,Operations Mgmt,3,LEC,WBC 408,,T,,R,,,,"Raja, Mohammed"
Fall 2016,10579,SCM,300.104,Operations Mgmt,3,LEC,LS 127,,T,,R,,,,"Raja, Mohammed"
Fall 2016,10580,SCM,300.801,Operations Mgmt,3,LEC,LS 127,,T,,,,,,"Jacobs, William"
Fall 2016,10581,SCM,320.101,Lean Systems,3,LEC,WBC 310,,T,,R,,,,"Greisler, David"
Fall 2016,10582,SCM,485.101,Special Studies/SCM,3,LEC,WBC 310,,T,,R,,,,"Greisler, David"
Fall 2016,10583,SCM,240.101,Logistics,3,LEC,WBC 404,M,,W,,,,,"Raja, Mohammed"
Fall 2016,10584,ECH,102.801,Field Exp Stage 2,1,PRA,LS 125,M,,,,,,,"Roth, Carol"
Fall 2016,10585,ECH,102.802,Field Exp Stage 2,1,PRA,LS 129,M,,,,,,,"Brady, Lauri"
Fall 2016,10586,ECH,103.101,Field Exp Stage 3A,1,PRA,LS 126,M,,,,,,,"Beauchat, Katherine"
Fall 2016,10587,ECH,104.101,Field Exp Stage 3B,1,PRA,LS 126,,,W,,,,,"Beauchat, Katherine"
Fall 2016,10588,ECH,105.101,Field Exp Stage 3C,1,PRA,LS 126,,,,,F,,,"Beauchat, Katherine"
Fall 2016,10589,ECH,210.101,Ed Tech/Early Elem,3,LEC,LS 101,M,,W,,F,,,"DeSantis, Joshua"
Fall 2016,10590,ECH,210.102,Ed Tech/Early Elem,3,LEC,LS 101,,T,,R,,,,"DeSantis, Joshua"
Fall 2016,10591,ECH,220.101,Instruct/Curric Dev,3,LEC,LS 127,M,,W,,F,,,"Hesson, Nicole"
Fall 2016,10592,ECH,220.102,Instruct/Curric Dev,3,LEC,LS 125,,,W,,,,,"Staff, "
Fall 2016,10593,ECH,230.101,Early Child Theory,3,LEC,LS 142,M,,W,,,,,"Glusco, Amy"
Fall 2016,10594,ECH,230.801,Early Child Theory,3,LEC,LS 129,,,,R,,,,"Jackson, Amy"
Fall 2016,10595,ECH,301.101,Lit/Lang Young Child,3,LEC,LS 142,,T,,R,,,,"Beauchat, Katherine"
Fall 2016,10596,ANT,210.101,Physical Anthropol,3,LEC,LS 305,M,,W,,F,,,"Brown, Kevin"
Fall 2016,10597,ANT,220.101,Cult Anthropology,3,LEC,LS 128,M,,W,,,,,"Clay-Robison, Shelly"
Fall 2016,10598,ANT,220.102,Cult Anthropology,3,LEC,WOLF 405,,T,,R,,,,"Clay-Robison, Shelly"
Fall 2016,10599,ANT,230.101,Intro Archaeology,3,LEC,CH 203,M,,W,,F,,,"Brown, Kevin"
Fall 2016,10600,ANT,300.801,Food and Culture,3,LEC,LS 304,M,,W,,,,,"Clay-Robison, Shelly"
Fall 2016,10601,ANT,392.101,Anthro/Medicine,3,LEC,LS 128,,T,,R,,,,"Brown, Kevin"
Fall 2016,10602,BEH,260.101,Statistics,3,LEC,LS 312,M,,W,,F,,,"Verrecchia, Philip"
Fall 2016,10603,BEH,260.801,Statistics,3,LEC,LS 311,M,,W,,,,,"Rose, Wendy"
Fall 2016,10604,CJA,101.101,Intro Crim Justice,3,LEC,LS 302,M,,W,,,,,"Scheidegger, Amie"
Fall 2016,10605,CJA,101.102,Intro Crim Justice,3,LEC,LS 302,,T,,R,,,,"Inch, Terence"
Fall 2016,10606,CJA,101.103,Intro Crim Justice,3,LEC,LS 302,,T,,R,,,,"Inch, Terence"
Fall 2016,10607,CJA,101.104,Intro Crim Justice,3,LEC,LS 311,,T,,R,,,,"Scheidegger, Amie"
Fall 2016,10608,CJA,110.101,Juvenile Delinquncy,3,LEC,LS 311,,T,,R,,,,"Hanbury, Barbara"
Fall 2016,10609,PHY,111.501,G Phys:Mech Lab,0,LAB,CH 107,,T,,,,,,"Khanna, Sardari"
Fall 2016,10610,PHY,111.503,G Phys:Mech Lab,0,LAB,CH 107,,,W,,,,,"Khanna, Sardari"
Fall 2016,10611,PHY,111.505,G Phys:Mech Lab,0,LAB,CH 107,,,,R,,,,"Khanna, Sardari"
Fall 2016,10612,PHY,111.506,G Phys:Mech Lab,0,LAB,CH 107,,,,R,,,,"Rentzel, Ronald"
Fall 2016,10613,PHY,111.502,G Phys:Mech Lab,0,LAB,CH 107,,T,,,,,,"Kapoor, Deepak"
Fall 2016,10614,CJA,110.102,Juvenile Delinquncy,3,LEC,LS 311,,T,,R,,,,"Hanbury, Barbara"
Fall 2016,10615,CJA,203.101,Ethical Issues/CJ,3,LEC,LS 302,M,,W,,F,,,"Verrecchia, Philip"
Fall 2016,10616,PHY,111.504,G Phys:Mech Lab,0,LAB,CH 107,,,W,,,,,"Kapoor, Deepak"
Fall 2016,10617,CJA,203.102,Ethical Issues/CJ,3,LEC,LS 302,M,,W,,F,,,"Verrecchia, Philip"
Fall 2016,10618,CJA,230.101,Criminalistics,4,LEC,LS 304,M,,W,,F,,,"Opel, Kerry"
Fall 2016,10619,ECH,250.101,Professionl/Partner,3,LEC,LS 125,,T,,R,,,,"Speelman, Rebecca"
Fall 2016,10620,PSC,152.101,Phys/Everyday Life,3,LEC,CH 231,M,,W,,,,,"Khanna, Sardari"
Fall 2016,10621,CJA,231.501,Criminalistics Lab,0,LAB,CH 210,M,,,,,,,"Oleyar, Carolyn"
Fall 2016,10622,PSC,152.102,Phys/Everyday Life,3,LEC,CH 231,M,,W,,,,,"Khanna, Sardari"
Fall 2016,10623,CJA,231.502,Criminalistics Lab,0,LAB,CH 210,,T,,,,,,"Negherbon, Robert"
Fall 2016,10624,CJA,234.101,Law Enforcement,3,LEC,LS 304,,T,,R,,,,"Inch, Terence"
Fall 2016,10625,PSC,152.103,Phys/Everyday Life,3,LEC,CH 106,,,,R,,,,"Rentzel, Ronald"
Fall 2016,10626,CJA,302.101,Criminal Law,3,LEC,LS 311,M,,W,,F,,,"Mastrocinque, Jeanna"
Fall 2016,10627,CJA,302.102,Criminal Law,3,LEC,LS 304,M,,W,,F,,,"Mastrocinque, Jeanna"
Fall 2016,10628,PSC,152.801,Phys/Everyday Life,3,L/L,CH 106,,,,,,S,,"Rentzel, Ronald"
Fall 2016,10629,CJA,305.801,Crim Investigation,3,LEC,LS 302,,,W,,,,,"Inch, Terence"
Fall 2016,10630,CJA,310.801,Victimology,3,LEC,LS 302,,T,,,,,,"Hanbury, Barbara"
Fall 2016,10631,CJA,314.101,Organized Crime,3,LEC,LS 312,,T,,R,,,,"Staub, Michael"
Fall 2016,10632,CJA,336.101,Judicial Process,3,LEC,CH 232,,T,,R,,,,"Mastrocinque, Jeanna"
Fall 2016,10633,CJA,337.801,Punishmnt/Correctns,3,LEC,LS 312,M,,W,,,,,"Doll, Clair"
Fall 2016,10634,CJA,341.101,Criminal Procedure,3,LEC,LS 304,,T,,R,,,,"Staub, Michael"
Fall 2016,10635,PSC,153.501,Phys/Everyday LAB,0,LAB,CH 106,M,,,,,,,"Rentzel, Ronald"
Fall 2016,10636,CJA,360.101,Exp Learn/Crim Just,3,PRA, ,,,,,,,,"Hanbury, Barbara"
Fall 2016,10637,ECH,304.101,Tchng Language Arts,3,LEC,LS 126,M,,W,,F,,,"Beauchat, Katherine"
Fall 2016,10638,CJA,360.102,Exp Learn/Crim Just,3,PRA, ,,,,,,,,"Ling, Eric"
Fall 2016,10639,PSC,153.502,Phys/Everyday LAB,0,LAB,CH 106,,T,,,,,,"Rentzel, Ronald"
Fall 2016,10640,CJA,360.103,Exp Learn/Crim Just,3,PRA, ,,,,,,,,"Verrecchia, Philip"
Fall 2016,10641,PSC,153.503,Phys/Everyday LAB,0,LAB,CH 106,,T,,,,,,"Rentzel, Ronald"
Fall 2016,10642,CJA,360.104,Exp Learn/Crim Just,3,PRA, ,,,,,,,,"Scheidegger, Amie"
Fall 2016,10643,CJA,361.101,Exp Learn/Crim Just,3,PRA, ,,,,,,,,"Scheidegger, Amie"
Fall 2016,10644,PSC,153.504,Phys/Everyday LAB,0,LAB,CH 106,,,W,,,,,"Rentzel, Ronald"
Fall 2016,10645,PSC,153.505,Phys/Everyday LAB,0,LAB,CH 106,,,W,,,,,"Rentzel, Ronald"
Fall 2016,10646,CJA,362.101,Crime Scene Process,3,LEC,LS 128,M,,W,,F,,,"Opel, Kerry"
Fall 2016,10647,MLE,300.101,Tchng Language Arts,3,LEC,LS 126,M,,W,,F,,,"Beauchat, Katherine"
Fall 2016,10648,CJA,375.801,App Comm Engagemnt,3,LEC,LS 310,M,,,,,,,"Scheidegger, Amie"
Fall 2016,10649,ECH,310.101,Diag Rem Reading,3,LEC,LS 142,M,,W,,F,,,"Beauchat, Katherine"
Fall 2016,10650,ECH,315.101,Teachng Soc Studies,3,LEC,CH 221,,T,,R,,,,"Fredericks, Anthony"
Fall 2016,10651,MLE,315.101,Teachng Soc Studies,3,LEC,CH 221,,T,,R,,,,"Fredericks, Anthony"
Fall 2016,10652,ECH,320.101,Teaching Math,3,LEC,LS 126,,T,,R,,,,"Hesson, Nicole"
Fall 2016,10653,MLE,320.101,Teaching Math,3,LEC,LS 126,,T,,R,,,,"Hesson, Nicole"
Fall 2016,10654,ECH,330.801,Teaching Science,3,LEC,LS 126,M,,W,,,,,"Fredericks, Anthony"
Fall 2016,10655,MLE,330.801,Teaching Science,3,LEC,LS 126,M,,W,,,,,"Fredericks, Anthony"
Fall 2016,10656,ECH,475.101,Dir Prof Educ Exp,1,PRA, ,,,,,,,,"Staff, "
Fall 2016,10657,ECH,480.101,Focused Studies,10,PRA, ,,,,,,,,"Staff, "
Fall 2016,10658,MLE,480.101,Focused Studies,10,PRA, ,,,,,,,,"Staff, "
Fall 2016,10659,ECH,493.801,Studnt Asstnc Semnr,1,LEC,LS 127,M,,,,,,,"Leese, Donna"
Fall 2016,10660,ECH,494.801,Prof Practicum,2,LEC,LS 142,M,,,,,,,"Trimmer, Leslie"
Fall 2016,10661,ECH,495.101,Student Teaching,10,PRA,SCHOOL DIST,,,,,,,,"Glusco, Amy"
Fall 2016,10662,EDU,225.101,Instrc Needs/ELL,3,LEC,LS 129,M,,W,,,,,"Kocoronis, Leah"
Fall 2016,10663,EDU,225.801,Instrc Needs/ELL,3,LEC,LS 129,,T,,,,,,"Staff, "
Fall 2016,10664,EDU,230.101,Intro to the Arts,3,LEC,WOLF 104,,T,,R,,,,"Kling, Barbara"
Fall 2016,10665,EDU,230.801,Intro to the Arts,3,LEC,WOLF 104,M,,W,,,,,"Kehler, Harry"
Fall 2016,10666,CJA,377.101,Research Methods,3,LEC,CH 301,,T,,R,,,,"Scheidegger, Amie"
Fall 2016,10667,EDU,240.102,Educ Assessment,2,LEC,LS 142,M,,W,,,,,"Dammann, Stacey"
Fall 2016,10668,CJA,377.102,Research Methods,3,LEC,LS 310,,T,,R,,,,"Scheidegger, Amie"
Fall 2016,10669,EDU,240.101,Educ Assessment,2,LEC,LS 142,M,,W,,,,,"Dammann, Stacey"
Fall 2016,10670,CJA,378.101,Theories Crime/Del,3,LEC,LS 311,M,,W,,,,,"Ling, Eric"
Fall 2016,10671,EDU,250.101,Science Concepts/Ed,3,LEC,LS 126,,T,,R,,,,"Hesson, Nicole"
Fall 2016,10672,CJA,378.102,Theories Crime/Del,3,LEC,LS 302,,T,,R,,,,"Ling, Eric"
Fall 2016,10673,CJA,386.101,Death Investigation,3,LEC,LS 302,,T,,R,,,,"Hanbury, Barbara"
Fall 2016,10674,CJA,396.101,CJA Statistics,3,LEC,LS 302,M,,W,,F,,,"Verrecchia, Philip"
Fall 2016,10675,CJA,396.102,CJA Statistics,3,LEC,LS 302,M,,W,,F,,,"Verrecchia, Philip"
Fall 2016,10676,CJA,491.101,Senior Seminar,3,LEC,LS 331,,T,,R,,,,"Ling, Eric"
Fall 2016,10677,CJA,491.102,Senior Seminar,3,LEC,LS 331,,T,,R,,,,"Ling, Eric"
Fall 2016,10678,GER,100.101,Perspectives/Aging,3,LEC,LS 312,,T,,R,,,,"Ligon, Mary"
Fall 2016,10679,GER,215.101,Social Aspcts/Aging,3,LEC,LS 312,M,,W,,,,,"Ligon, Mary"
Fall 2016,10680,GER,312.101,Psyc Aspects/Aging,3,LEC,LS 312,,T,,R,,,,"Ligon, Mary"
Fall 2016,10681,PSY,312.101,Psyc Aspects/Aging,3,LEC,LS 312,,T,,R,,,,"Ligon, Mary"
Fall 2016,10682,GER,320.101,Work/Older Adults,3,LEC,LS 335,,T,,R,,,,"Ligon, Mary"
Fall 2016,10683,GER,330.101,Death/Dying/Bereav,3,LEC,LS 335,,T,,R,,,,"Harrop-Stein, Christine"
Fall 2016,10684,HSV,100.101,Intro to HSV,3,LEC,LS 312,M,,W,,F,,,"Rich, Amanda"
Fall 2016,10685,HSV,200.101,App Youth Develop,3,LEC,LS 125,,T,,R,,,,"Staff, "
Fall 2016,10686,EDU,260.101,Eff Comm in Educ,3,LEC,LS 127,M,,W,,F,,,"Speelman, Rebecca"
Fall 2016,10687,HSV,220.101,Career Dev/Pract,3,PRA,LS 310,M,,W,,,,,"Maitoza, Robyn"
Fall 2016,10688,EDU,260.102,Eff Comm in Educ,3,LEC,LS 102,,T,,R,,,,"Speelman, Rebecca"
Fall 2016,10689,HSV,240.101,Theory & Policy,3,LEC,LS 312,M,,W,,F,,,"Rich, Amanda"
Fall 2016,10690,HSV,250.101,Lifecourse Develop,3,LEC,LS 304,,T,,R,,,,"Maitoza, Robyn"
Fall 2016,10691,HSV,345.101,Human Services Tech,3,LEC,LS 312,,T,,R,,,,"Maitoza, Robyn"
Fall 2016,10692,HSV,355.101,Design/Evaluation,3,LEC,LS 312,M,,W,,F,,,"Rich, Amanda"
Fall 2016,10693,HSV,415.101,Grant Writing,3,LEC,LS 304,M,,W,,,,,"Rich, Amanda"
Fall 2016,10694,HSV,490.101,Seminar,3,LEC,LS 304,M,,W,,F,,,"Maitoza, Robyn"
Fall 2016,10695,HSV,495.101,Internship,3,INT,LS 303,,,,,F,,,"Maitoza, Robyn"
Fall 2016,10696,PSY,100.101,General Psychology,3,LEC,LS 125,M,,W,,F,,,"Hess, Lisa"
Fall 2016,10697,PSY,100.102,General Psychology,3,LEC,LS 331,M,,W,,F,,,"Shedlosky, Randi"
Fall 2016,10698,PSY,100.103,General Psychology,3,LEC,LS 331,M,,W,,F,,,"Grim, Rodney"
Fall 2016,10699,PSY,100.104,General Psychology,3,LEC,LS 331,M,,W,,F,,,"Shedlosky, Randi"
Fall 2016,10700,PSY,100.105,General Psychology,3,LEC,LS 331,M,,W,,,,,"Engler, Jennifer"
Fall 2016,10701,PSY,100.106,General Psychology,3,LEC,LS 302,,T,,R,,,,"Erb, Marilou"
Fall 2016,10702,PSY,100.107,General Psychology,3,LEC,CH 229,,T,,R,,,,"Kidd, Shannon"
Fall 2016,10703,PSY,100.108,General Psychology,3,LEC,LS 331,,T,,R,,,,"Engler, Jennifer"
Fall 2016,10704,PSY,100.109,General Psychology,3,LEC,CH 203,,T,,R,,,,"Kidd, Shannon"
Fall 2016,10705,PSY,100.11,General Psychology,3,LEC,CH 203,,T,,R,,,,"Kidd, Shannon"
Fall 2016,10706,PSY,100.111,General Psychology,3,LEC,LS 302,,T,,R,,,,"Holliman, Phyllis"
Fall 2016,10707,NUR,200.101,Women's Health,3,LEC,DHL 118,M,,,,,,,"Staff, "
Fall 2016,10708,NUR,201.101,Nursing HD/HC,3,LEC,DHL 237,M,,W,,F,,,"Beyer, Norma"
Fall 2016,10709,NUR,201.102,Nursing HD/HC,3,LEC,DHL 237,M,,W,,,,,"Beyer, Norma"
Fall 2016,10710,PSY,110.101,Orientation/Psyc,1,LEC,LS 301,,T,,,,,,"Shedlosky, Randi"
Fall 2016,10711,PSY,110.102,Orientation/Psyc,1,LEC,LS 301,,,,R,,,,"Shedlosky, Randi"
Fall 2016,10712,PSY,200.101,Essntl Skills/Tools,3,LEC,LS 331,,T,,R,,,,"Engler, Jennifer"
Fall 2016,10714,PSY,210.101,Fund Biopsychology,3,LEC,LS 305,,T,,R,,,,"Staff, "
Fall 2016,10715,NUR,202.101,Nutrition,3,LEC,DHL 143,,T,,R,,,,"Wood, Michelle"
Fall 2016,10716,PSY,210.102,Fund Biopsychology,3,LEC,LS 305,,T,,R,,,,"Staff, "
Fall 2016,10717,PSY,210.103,Fund Biopsychology,3,LEC,LS 305,,T,,R,,,,"Staff, "
